text,label
Extend the spine and arch the back.  Lower the head back until the crown rests on the mat.,1
Gaze  at  a fixed  point.    Maintain  the asana for 5  respirations.   Lower  the  body  to  the  mat,1
"and repeat on the other side, switching legs.",1
Lower and relax the hips on the exhalation.,1
Keep  the  spine  in  optimum  neutral  position,1
Ground the hips and gluteals into the mat.,1
Relax and retract the chin into the neck.,1
Push the soles of the feet into each other.,1
"Lie face up, legs extended,  and arms by the sides.",1
"Place  the  palms  face  up  beside  the  body.  Retract  the  shoulder  blades,  engage  optimum",1
"posture and core lock.  Inhale, bend the knees, place the bottom of the feet in contact with",1
each other and approximate the heels toward the tailbone.  Exhale and lower the knees into,1
the  mat.     The spine remains  flat  and  in contact  with  the  mat.    Gaze  at  the  tip  of  the  nose.,1
Keep  the spine and  low  back  in  contact  with,1
"Intermediate    SUPINE  CROSS-LEGGED  BUTTERFLY    Lie  face  up,  extend  the  legs,",1
"arms  are  by  the  sides,  palms  face  up.    Retract  the  shoulder  blades,  maintain  optimum",1
"neutral posture, and engage the core lock.  Inhale, bend the left leg and place the left heel",1
under the right gluteal.  Bend the right leg and place the right foot over the web of the right,1
"leg and thigh.  Without straining, try to place the upper heel close to the abdomen.  Exhale",1
and  lower  the  knees  into  the  mat.      The  spine  remains  flat  and  in  contact  with  the  mat.,1
Gaze  at  the  tip  of  the  nose.    Maintain  the  asana  for 5  respirations.    Repeat  on  the  other,1
groin  injuries  inguinal  hernias  or  hip,1
"Sit upright, lift the sternum, and retract the shoulder blades.  Engage optimum posture, core",1
"lock,  and  Mula  Bandha.    The  knees  are  bent,  the  feet  are  hip-width  apart  and  firmly",1
"grounded into  the mat.  The palms are face down on the mat,  shoulder-width apart, fingers",1
"point toward the feet,  8 - 12 inches behind the hips.   Inhale,  lengthen the neck, retract the",1
"chin, and engage the core.  Press through the arms and  hands, straighten the elbows, and",1
"lift the hips and body up, parallel with the mat.  Press the feet into the mat and let the crown",1
of  the  head  gently  roll  back  toward  the  mat.    Lift  the  rib  cage  up.    Gaze  at  a  fixed  point.,1
Do not lose the integrity of the core.  Make,1
the  lift  from  the  core.    Place  the  body,1
"Intermediate    REVERSE  TABLE  2  From  the  final  position  in  REVERSE  TABLE,  extend",1
"the  right  leg and  thigh  straight,  parallel  with  the  mat,  toes  point   toward  the  head,  avoiding",1
pelvic rotation.  Maintain the asana for 5 respirations.  Repeat on the other side.,1
Advanced    REVERSE TABLE  3  Sit  upright  with  the  legs  fully  extended.   Lift  the sternum,1
"and  retract  the  shoulder  blades.    Engage  optimum  posture,  core  lock,  and  Mula  Bandha.",1
"The feet are together, and the toes point away from the body.  The palms are shoulder-width",1
"apart,  fingers  point  toward  the  feet,  8  -  12  inches  behind  the  hips.    Inhale,    lengthen  the",1
"neck,  retract the  chin,  engage the  core,  press through  the  arms  and  hands,  straighten  the",1
"elbows, and lift the hips up.  Press all the 10 toes into the mat and let the crown of the head",1
gently roll back toward the mat.  The bottom of the feet are firmly grounded into the mat.  Lift,1
the sternum and rib cage up.  Gaze at a fixed point.  Maintain the asana for 5 respirations.,1
"Lie face up, knees bent, arms by the sides.",1
"Lie  face  up,  knees  bent,  feet  together,  neck  and  shoulder  blades  retracted  in  optimum",1
"posture.  The arms  are  by  the sides,  palms  face  up.  Inhale, stabilize  the  pelvis, exhale  and",1
"engage  the  core.    Contract  the  abdominal  muscles,  roll  the  upper  body    off  the  mat,  and",1
reach the arms toward the feet.  Simultaneously lift both legs and thighs up forming an angle,1
of 30 degrees with the mat.  Retract  the head and shoulders.  The elbows are close to the,1
sides of the body.  Gaze at the feet.  Maintain the asana for 3 respirations.  When returning,1
to  initial  position  bend  one  leg and  place  the foot on  the  mat and  then  bring  the  other  foot,1
Engage the core fully prior to lifting up.  Lift,1
up  using  the  navel  as  the  center.  Be,1
careful  not  to  forcefully  lift  the  neck  up.  If,1
"there  is  strain  in  the  low  back,  bend  the",1
Beginners -  Bend the knees and keep the feet on the mat when lifting the spine off the mat.,1
"Intermediate  -  BOAT  2    Lie  face  up,  knees  bent,  feet  together,  neck  and  shoulder  blades",1
"retracted in optimum posture. The arms are by the sides on the mat beside the thighs, palms",1
"face down. Inhale, stabilize the pelvis, exhale, and engage the core.  Contract the abdominal",1
"muscles, and  roll  the  upper  body    off  the  mat.    Simultaneously  lift  both  legs  and  thighs  up,",1
forming  an  angle  of 30  degrees  with  the  mat.   Retract    the  head  and  shoulders.    The  arms,1
remain straight with the palms contacting the mat.  Gaze at the feet.  Maintain the asana for 3,1
respirations.  When returning to initial position bend one leg and place the foot on the mat and,1
Engage the core at all  times during the asana,1
"Lengthen  the  neck,  retract  the chin,  and  face",1
Ground  the  heels  into  the  mat  and  walk  the,1
Pull the navel into the spine for an upward lift.,1
"Place the  body  weight  in  the  finger  pads,  not",1
Maintain  a  straight  line  from  the  crown  of the,1
head  to  the  tailbone  and  another  straight  line,1
"from  the  tailbone  to  the  heels,  forming  an",1
"Maintain  an  inverted  V  position,  press  the",1
"chest  toward  the  mat, and  let  the  head  align  in",1
Position the body on the hands and knees in NEUTRAL TABLE.,1
"The shoulders are directly over the hands, and hips over the knees.  Place the hands flat on",1
"the  mat,  shoulder-width apart,  the  fingers  are  evenly  spread,  pointing  forward.   The  tops  of",1
"the  feet  contact  the  mat,  hip-width  apart.    Retract  the  shoulder  blades,  engage  optimum",1
"posture, core lock, and Mula Bandha.  The chin is retracted, and neck lengthened.  Roll onto",1
the bottom of the feet and ground the heels fully into the mat.  Inhale and  raise the hips up,1
"in the air.  Walk the hands to the front of the mat.  Exhale, press the chest toward the mat,",1
"draw  the  shoulder  blades  back,  and  let  the  head  fall  in  neutral  posture.    Keep  the  heels",1
"grounded into the mat and align the ears parallel with the arms.  The arms, spine, and legs",1
form two sides of an equal triangle or an inverted V.   Gaze at the feet.  Maintain the asana,1
bottom  of  the  feet  and  the  pads  of  the,1
fingers.  Use the breath to assist the core to,1
"FACING  DOG  2,  if  the  trunk  is  not  fully",1
"engaged,  the  spine  sags  and  hips  rotate",1
from  side  to  side  as  the  leg  raises.    Be,1
"conscious of the core lock, especially during",1
Intermediate    DOWNWARD  FACING  DOG  2  From  the  final  position  in  DOWNWARD,1
"FACING DOG, inhale, exhale fully, then extend the right leg back forming a straight line from",1
the right wrist to the extended heel.  Maintain stillness and the integrity of the trunk.  Engage,1
"optimum posture, core lock, and Mula Bandha.  Gaze at the lowered foot.  Maintain the asana",1
for 3 respirations.  Return to DOWNWARD FACING DOG.  Repeat on the other side.,1
palms  into  the  mat  and  retracting  the,1
The palms face down on the mat  beside the shoulders with the elbows bent.  The feet are,1
"hip-width  apart,  and  the  bottom  of the  toes  contact the  mat.    Inhale,  lift the  buttocks,  hips,",1
"thighs,  abdomen,  and  forehead  off  the  mat  and  keep  the  chin,  chest,  hands,  knees,  and",1
toes  in  contact  with  the  mat.    Retract  the shoulder  blades.    Engage  the  gluteal  and  pelvic,1
girdle muscles.  Gaze at the eyebrow center.  Maintain the asana for 5 respirations.,1
The lift is made with a unified effort of the low,1
"back,  pelvic  girdle,  and  shoulder  muscles.",1
Balance  the  weight  evenly  in  all  areas  that,1
lung  complications  or  after  3  months,1
Place the front leg parallel with the front of the mat.,1
Maintain  central alignment of the upper body.,1
Press the upper foot and shin into the mat.,1
"Place  the  body  weight  in  the  hands,  forearms,  and",1
Use the exhaling breath to release muscle tension in the,1
"Place  the  hands  flat  on  the  mat  shoulder-width  apart,  directly  under  the  shoulders.    The",1
"fingers rest flat on the mat, evenly spread, pointing forward.  The hips are directly over the",1
"knees  and  the  feet  are  hip-width  apart.    Retract  the  shoulder  blades,  engage  optimum",1
"posture, core lock, and Mula Bandha.  The chin is retracted, and neck lengthened.  Lift up",1
"to  DOWNWARD  FACING  DOG.    Look  up  between  the  hands,  place  the  top  of  the  right",1
ankle near the left wrist and drop the right knee near the right wrist.  Roll the upper part of,1
the left foot on the mat and drop the right hip.  The right shin is in contact with the mat and,1
parallel  to the front  edge  of  the  mat.   The  right  foot  is  parallel  with  the  body.    Reach  both,1
"hands forward, bend the elbows, and rest the forearms on the mat.  Gently lean the entire",1
trunk  toward  the  mat  and  rest  the forehead  between  the  palms.    Square  the shoulders  to,1
the mat.  The back leg and foot are stretched straight back.  The left foot and knee remain,1
in contact with the mat.  Line the body by rolling the hips down to the mat.  Close the eyes.,1
Use  the  core  and  breath  to  engage  the,1
"spine  in  neutral,  otherwise,  the  hips  will",1
rotate  from  side  to  side causing  imbalance.,1
Maintain  optimum  posture  from  the  sacrum,1
to the crown  of the  head.   Maintain  a  focus,1
on  stretching  the  pyriformis  muscle  in  the,1
Beginners  The front leg may be bent and not fully squared with the top of the mat.,1
"Engage  the  gluteal,  thigh,  and  pelvic  girdle",1
"Contract the lower back and gluteal muscles,",1
"apply pressure into the hands, and elevate the",1
Contract    the abdominal  muscles  to  prevent,1
"Lie face down, forehead on the mat, palms face down beside the body.",1
The feet are together and the top of the feet contact the mat.  Retract the shoulder blades.,1
"Inhale,  and  in  one  fluid  movement  lift  the  thighs and  legs  off  the  mat.    Engage the  gluteal,",1
"thigh, and pelvic girdle muscles.  The legs and thighs are straight and the bottom of the feet",1
face up in the air.  The arms remain straight and the upper body is in neutral posture.  Close,1
The lift is made with a unified effort of the,1
Increases  the  stability  of  the  pelvic,1
Intermediate    LOCUST  2  Place  the  palms  face  up  underneath  the  pubic  bone.,1
Raise  both  legs  and  thighs  simultaneously  to  an  equal  height.    Close  the  eyes.,1
Engage the core at all times to protect the spine.,1
Raise the head and palms  6 - 8 inches off the mat.,1
"Raise only the chest, upper body, head, and arms off",1
Lengthen the body from the crown of the head.,1
The  head  and  neck are  in  neutral  posture  to  prevent,1
The  feet are  hip-width  apart and  the  top  of  the feet contact the  mat.    Retract the  shoulder,1
"blades  and  engage  the  core  lock.    Inhale,  draw  the  shoulder  blades  down  and  together,",1
"raise the chest and lift the palms 6 - 8 inches off the mat.  The head, neck, and upper body",1
are  raised  off  the  mat  in  neutral  posture.    The  legs and  thighs  are  in contact  with  the  mat.,1
The  lift  is  made  with  a  unified  effort  of  the,1
Intermediate  - 747 LEGS RAISED  Place the palms face down beside the body.  Raise the,1
"head, upper body, and arms  6 - 8 inches off the mat.   Simultaneously  raise  both  legs to an",1
